name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Scheffersomyces gosingicus CBS11433T v1.0	Schgos1	979893	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces gosingicus (nom. inval.)
Scheffersomyces lignosus NRRL Y-12856T v1.0	Schlig1	1111081	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces lignosus
Scheffersomyces xylosifermentans CBS12540T v1.0	Schxyl1	1304137	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces xylosifermentans
Scheffersomyces shehatae NRRL Y-12858T v1.0	Schshe1	45589	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces shehatae
Scheffersomyces lignicola CBS10612T v1.0	Schlign1	318678	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	[Candida] lignicola (nom. inval.)
Scheffersomyces insectosa NRRL Y-12854T v1.0	Schins1	1111082	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces insectosa
Lipomyces tetrasporus NRRL Y-64009 v1.0	Liptet1	54092	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces tetrasporus
Darksidea beta DSE7011 v1.0	Darbet1	1571501	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea beta
Kretzschmaria zonata GFP132 v1.0	Krezon1	2070401	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Kretzschmaria	Kretzschmaria zonata
Candida membranifaciens IST 626 v1.0	Canmem1	45567	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	[Candida] membranifaciens
Aspergillus sulphureoviridis CBS 140626 v1.0	Aspsulp1	2562169	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sulphureoviridis
Aspergillus subversicolor IBT 32280 v1.0	Aspesubv1	1220208	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus subversicolor
Aspergillus croceus CBS 134396 v1.0	Aspcro1_1	1695224	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus croceus
Aspergillus israelensis CBS 140627 v1.0	Aspisr1	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Aspergillus corrugatus CBS 191.77 v1.0	Aspcorr1	210208	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus corrugatus
Aspergillus stellifer CBS 598.65 v1.0	Aspestel1	1549217	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus stellatus
Trichoderma lanuginosum CBS 125718 v1.0	Trila1	5543	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
Aspergillus austroafricanus IBT 32289 v1.0	Aspaus1	1220192	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus austroafricanus
Aspergillus pachycristatus IBT 23550 v1.0	Asppac1	1810921	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pachycristatus
Aspergillus umbrosus CBS 117.46 v1.0	Aspumb1	5065	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp.
Trichoderma amazonicum CBS 121216 v1.0	Tripleu1	860960	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma amazonicum
Trichoderma chlorosporum CBS114231 v1.0	Trichl1	257799	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma chlorosporum
Trichoderma evansii SZMC 28006 v1.0	Triev1	549676	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma evansii
Trichoderma velutinum SZMC 28001 v1.0	Triveli1	202918	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma velutinum
Trichoderma aethiopicum CBS130628 v1.0	Triaet1	1195187	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma aethiopicum
Trichoderma asperelloides SZMC 27998 v1.0	Triaspe1	702382	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperelloides
Trichoderma afarasin CBS130755 v1.0	Triafa1	1571655	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma afarasin
Trichoderma ivoriense CBS 125734 v1.0	Triiv1	911157	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma ivoriense
Trichoderma austrokoningii CBS119092 v1.0	Triaus1	362043	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma austrokoningii
Trichoderma brevicompactum SZMC 28004 v1.0	Tribrev1	247546	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma brevicompactum
Trichoderma sinense DAOM 230004 v1.0	Trisin1	233110	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sinense
Trichoderma helicolixii CBS 133499 v1.0	Triheli1	1491468	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma helicolixii
Trichoderma strictipile CBS 347.93 v1.0	Trist1	63589	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma strictipile
Trichoderma gillesii CBS130435 v1.0	Trigil1	1117146	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gillesii
Trichoderma sp. aff zeloharzianum SZMC 28011 v1.0	TriTUC5505_1	2724209	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5505
Trichoderma cerinum SZMC 28002 v1.0	Trice1	202912	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma cerinum
Trichoderma parepimyces CBS 122769 v1.0	Tripare1	692672	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma parepimyces
Trichoderma catoptron CBS114232 v1.0	Trica1	1432384	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma catoptron
Trichoderma ghanense CBS 259.85 v1.0	Trigha1	65468	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma ghanense
Trichoderma inhamatum CBS 273.78 v1.0	Triinh1	58856	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma inhamatum
Trichoderma amazonicum SZMC 28009	Triam1	860960	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma amazonicum
Trichoderma intricatum CBS 119059 v1.0	Triint1	370300	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma intricatum
Trichoderma fertile CBS 339.93 v1.0	Trifer1	63581	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma fertile
Trichoderma novae-zelandiae CBS 472.97 v1.0	Trinov1	173947	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma novae-zelandiae
Trichoderma evansii CBS 123079 v1.0	Trieva1	549676	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma evansii
Trichoderma endophyticum SZMC 28010 v1.0	Trien1	1567481	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma endophyticum
Trichoderma eijii CBS 133190 v1.0	Triei1	1497374	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma eijii
Trichoderma velutinum CBS 230012 v1.0	Trivel1	202918	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma velutinum
Trichoderma crassum CBS 336.93 v1.0	Tricr1	63578	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma crassum
Trichoderma sp. aff compactum SZMC 28013 v1.0	Tri5640_1	2682604	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5640
Trichoderma europaeum CBS 121276 v1.0	Trieur1	1491463	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma europaeum
Trichoderma compactum CBS121218 v1.0	Tricom1	1490983	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma compactum
Trichoderma longibrachiatum CBS 115340 v1.0	Trior1	5548	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma longibrachiatum
Trichoderma cremeoides CBS 131486 v1.0	Tricre1	1491461	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma cremeoides
Trichoderma caesareum CBS 124369 v1.0	Tricae1	911155	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma caesareum
Trichoderma camerunense CBS 138272 v1.0	Tricam1	1738374	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma camerunense
Trichoderma capillare CBS130629 v1.0	Tricap1	1115737	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma capillare
Trichoderma alni SZMC 28000 v1.0	Trialn1	1490976	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma alni
Trichoderma sp. aff palidulum TUCIM 5745 v1.0	Tritai1	2724206	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5745
Trichoderma effusum DAOM 230007 v1.0	Trieff1	202913	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma effusum
Trichoderma sp. aff lixii SZMC 28015 v1.0	Trich5757_1	2818454	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5757
Trichoderma sp. aff breve SZMC 28012 v1.0	Trsp14807	2818457	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5639
Trichoderma floccosum CBS 124372 v1.0	Triflo1	911156	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma floccosum
Trichoderma aggressivum SZMC 3109 v1.0	Triag1	173216	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma aggressivum
Trichoderma spirale SZMC 28008 v1.0	Trispi1_2	63588	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma spirale
Trichoderma flagellatum SZMC 28003 v1.0	Trifla1	1195188	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma flagellatum
Trichoderma ceciliae CBS130010 v1.0	Tricec1	1491460	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma ceciliae
Trichoderma strigosellum SZMC 28007 v1.0	Tristr1	1202974	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma strigosellum
Trichoderma sp. aff palidulum SZMC 28014 v1.0	Tri5649_1	2724212	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp. TUCIM 5649
Trichoderma ceramicum CBS114576 v1.0	Tricer1	1490981	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma ceramicum
Trichoderma gracile CBS130714 v1.0	Trigra1	1195189	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gracile
Trichoderma barbatum CBS125733 v1.0	Tribar1	911154	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma barbatum
Trichoderma minutisporum DAOM 175931 v1.0	Trimi1	63585	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma minutisporum
Trichoderma taiwanense SZMC 28005 v1.0	Trikon1	337941	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma koningiopsis
Trichoderma konilangbra CBS 100808 v1.0	Trikoni1	173937	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma konilangbra
Trichoderma sp. aff pleuroticola CBS 121217 v1.0	Trichpleur1	504485	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma pleuroticola
Trichoderma helicum DAOM 230021 v1.0	Trihel1	202915	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma helicum
Fusarium vanettenii T159 v1.0	FvanT159_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Aspergillus cibarius DTO 197-D3 v1.0	Aspcib1	1235455	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cibarius
Entophlyctis luteolus JEL0129 v1.0	Entlut1	109932	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Entophlyctis	Entophlyctis luteolus
Aspergillus caespitosus CBS 103.45 v1.0	Aspcaesp1	176165	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus caespitosus
Gnomoniopsis castanea Behrend v1.0	Gnocas1	1940663	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Gnomoniopsis	Gnomoniopsis castaneae
Ganoderma boninense G3 v1.0	Ganbon1	34458	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma boninense
Ganoderma lucidum G.260125-1 v1.0	Ganluc1	1077286	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma lucidum
Penicillium citrinum UNK v1.0	Penci1	5077	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum
Fusarium mori NRRL 22230 v1.0	Fusmo1	2747438	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium mori
Trichoderma asperelloides T203 v1.0	Triasper1	101201	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum
Blastobotrys indianensis NRRL YB-1950	Blain1	241408	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys indianensis
Debaryomyces singareniensis CBS 10405	Debsi1	526733	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces singareniensis
Blastobotrys raffinosifermentans NRRL Y-27150	Blara1	1548389	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys raffinosifermentans
Debaryomyces fabryi NRRL Y-17914	Debfab1	58627	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces fabryi
Dioszegia hungarica PDD-24b-2	Diohu1	4972	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
Fusarium graminearum Z3639 v3.0	Fusgra3	5518	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium graminearum
Phanerochaete chrysosporium RP-78 v4.0	Phchr4_2	273507	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerodontia	Phanerodontia chrysosporium
Perenniporia fraxinea SS3	Perfra1	1350006	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Perenniporia	Perenniporia fraxinea
Mycocalia denudata CBS 494.85 v1.0	Mycden1	404356	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Mycocalia	Mycocalia denudata
Aspergillus niger ATCC 13496 v2.0	Aspni_13496_2	5061	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Fusarium oxysporum f. sp. pisi F23 v1.0	FopisF23_1	179143	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. pisi F79 v1.0	FopisF79_1	179143	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. pisi F109 v1.0	FopisF109_1	179143	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium oxysporum f. sp. pisi F105 v1.0	FopisF105_1	179143	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Lactarius controversus PMI44 v1.0	Laccon1	116075	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius controversus
Fusarium vanettenii T200 v1.0	FvanT200_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T343 v1.0	FvanT343_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T78 v1.0	FvanT78_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T219 v1.0	FvanT219_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T23 v1.0	FvanT23_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T110 v1.0	FvanT110_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T36 v1.0	FvanT36_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T126 v1.0	FvanT126_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T33 v1.0	FvanT33_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Fusarium vanettenii T95 v1.0	FvanT95_1	2747968	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium vanettenii
Chroogomphus vinicolor CA002 v1.0	Chrvin1	5391	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae	Chroogomphus	Chroogomphus vinicolor
Suillus quiescens AUS223 v1.0	Suilquie1	627136	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus quiescens
Lactarius subdulcis FM v1.0	Lactsubd1	118035	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius subdulcis
Aspergillus xerophilus CBS 938.73 v1.0	Aspxer1	41762	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus xerophilus
Aspergillus aurantiopurpureus v1.0	Aspauran1	2663348	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aurantiopurpureus
Aspergillus dimorphicus CBS 649.79 v1.0	Aspdim1	36641	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus dimorphicus
Aspergillus heyangensis CBS 101751 v1.0	Asphey1	657449	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heyangensis
Aspergillus mangaliensis DTO 316-C1 v1.0	Aspman1	1458901	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mangaliensis
Aspergillus appendiculatus CBS 374.75 v1.0	Aspapp1	1140386	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus appendiculatus
Aspergillus cejpii CBS 157.66 v1.0	Aspcej1	1884262	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cejpii
Aspergillus deflectus CBS 109.55 v1.0	Aspdef1	41745	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus deflectus
Aspergillus unilateralis CBS 126.56 v1.0	Aspuni1_1	41057	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus unilateralis
Aspergillus christenseniae CBS 411.64 v1.0	Aspchris1	1904038	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus christenseniae
Aspergillus mottae CBS 130016 v1.0	Aspmot1	1034302	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mottae
Aspergillus neoglaber CBS 111.55 v1.0	Aspneog1_1	41049	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoglaber
Morchella dunalii PhC 240 v1.0	Mordun1	1582327	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella dunalii
Morchella galilaea PhC 278 v1.0	Morgal1	2135296	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella galilaea
Morchella esculenta PhC 158 v1.0	Moresc1	39407	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella esculenta
Pyricularia oryzae FR0013 v1.0	MagorFR13_1	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
Pyricularia oryzae TH0003 v1.0	MagorTH3_1	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
Pyricularia oryzae GY0011 v1.0	MagorGY11_1	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
Schizophyllum fasciatum CBS 267.60 v1.0	Schfas1	160053	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum fasciatum
Sterigmatosporidium polymorphum UCDFST 82-13 v1.0	Stepol1	5647	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Sterigmatosporidium	Sterigmatosporidium polymorphum
Yarrowia lipolytica NRRL Y-64008 v1.0	YarliY64008_1	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Spathaspora suhii UFMG-HMD-16.2 v1.1	Spasuh1_1	1699424	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	Spathaspora suhii
Nemania maritima AZJU v1.0	Nemsp1	389662	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania maritima
Hypoxylon vinosopulvinatum LGMF1613 v1.0	Hypvin1	326683	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon vinosopulvinatum
Microbotryomycetes incertae sedis isolate P6C30 v1.0	Slotsu1	5447	Eukaryota	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Slooffia	Slooffia tsugae
Entomophaga maimaiga ARSEF 7190 v1.0	Entmai1	42810	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophaga	Entomophaga maimaiga
