name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Valetoniellopsis laxa CBS 191.97 v1.0	Valla1	152775	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Valetoniellopsis	Valetoniellopsis laxa
Leiotrametes sp. CIRM-BRFM 1775 v1.0	Leisp1	1513325	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Leiotrametes	Leiotrametes sp. BRFM 1775
Microascus trigonosporus CBS 218.31 v1.0	Mictr1	36921	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus trigonosporus
Niesslia exilis CBS 358.70 v1.0	Nieex1	267680	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia exilis
Myrothecium inundatum CBS 120646 v1.0	Myrin1	110576	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium inundatum
Trichodelitschia bisporula CBS 262.69 v1.0	Tribi1	703511	Eukaryota	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Trichodelitschia	Trichodelitschia bisporula
Armillaria gallica 21-2 v1.0	Armga1	47427	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria gallica
Acremonium strictum DS1bioAY4a v1.0	Acrst1	5046	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium strictum
Stagonospora sp. SRC1lsM3a v1.0	Stasp1	765868	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora sp. SRC1lsM3a
Erythrobasidium hasegawianum ATCC 9536 v1.0	Eryha1	1397323	Eukaryota	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium hasegawianum
Massarina eburnea CBS 473.64 v1.0	Maseb1	1395130	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina eburnea
Alternaria alternata SRC1lrK2f v1.0	Altal1	5599	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
Aspergillus niger van Tieghem ATCC 13496 v1.0	Aspni_bvT_1	1353008	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Aspergillus steynii IBT 23096 v1.0	Aspste1	1392250	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus steynii
Aspergillus niger (phoenicis Corda) Thom ATCC 13157 v1.0	Aspph1	1353007	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus phoenicis
Aspergillus ochraceoroseus IBT 24754 v1.0	Aspoch1	1392256	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceoroseus
Aspergillus campestris IBT 28561 v1.0	Aspcam1	1392248	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus campestris
Aspergillus novofumigatus IBT 16806 v1.0	Aspnov1	1392255	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novofumigatus
Ramicandelaber brevisporus CBS 109374 v1.0	Rambr1	304332	Eukaryota	Zoopagomycota	NA	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaber	Ramicandelaber brevisporus
Conidiobolus thromboides FSU 785 v1.0	Conth1	1314799	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Neoconidiobolus	Neoconidiobolus thromboides
Martensiomyces pterosporus CBS 209.56 v1.0	Marpt1	61414	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Martensiomyces	Martensiomyces pterosporus
Rhizopogon salebrosus TDB-379 v1.0	Rhisa1	176626	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon salebrosus
Marssonina brunnea f. sp. multigermtubi MB_m1	Marbr1	1072389	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea
Rhizoscyphus ericae UAMH 7357 v1.0	Rhier1	2082293	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hepaticicola
Teratosphaeria nubilosa CBS 116005 v1.0	Ternu1	161662	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria nubilosa
Zymoseptoria pseudotritici STIR04_2.2.1	Zymps1	985140	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria pseudotritici
Zymoseptoria ardabiliae STIR04_1.1.1	Zymar1	985147	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria ardabiliae
Phyllosticta citriasiana CBS 120486 v1.0	Phycit1	595635	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta citriasiana
Pseudovirgaria hyperparasitica CBS 121739 v1.0	Psehy1	470096	Eukaryota	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria	Pseudovirgaria hyperparasitica
Clathrospora elynae CBS 161.51 v1.0	Clael1	706981	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Diademaceae	Clathrospora	Clathrospora elynae
Tothia fuscella CBS 130266 v1.0	Totfu1	1048955	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Tothia	Tothia fuscella
Auriscalpium vulgare FP105234-Sp v1.0	Aurvu1	40419	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium vulgare
Polyplosphaeria fusca CBS 125425 v1.0	Polfu1	682080	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria	Polyplosphaeria fusca
Verruculina enalia CBS 304.66 v1.0	Veren1	85948	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria enalia
Aporpium caryae L-13461	Elmca1	1211726	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Aporpiaceae	Elmerina	Elmerina caryae
Armillaria mellea DSM 3731	Armme1_1	1314977	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria mellea
Neurospora crassa FGSC 73 trp-3 v1.0	Neucr_trp3_1	5141	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
Gymnopus androsaceus JB14 v1.0	Gyman1	1447940	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus androsaceus
Panellus stipticus KUC8834 v1.1	Panst_KUC8834_1_1	5636	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	Panellus stipticus
Sistotrema sp. PMI_390 v1.0	ClaPMI390	1486700	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina sp. PMI_390
Thozetella sp. PMI_491 v2.0	ThoPMI491_1	1506992	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Thozetella	Thozetella sp. PMI_491
Coniochaeta sp. PMI_546 v1.0	ConPMI546	1450552	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. PMI_546
Artolenzites elegans CIRM-BRFM 1663 v1.0	Artel1	526244	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes elegans
Trametes ljubarskyi CIRM-BRFM 1659 v1.0	Tralj1	2735509	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Pilatotrama	Pilatotrama ljubarskyi
Cladonia grayi Cgr/DA2myc/ss v2.0	Clagr3	27339	Eukaryota	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia grayi
Coniochaeta ligniaria NRRL 30616 v1.0	Conlig1	177197	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria
Guyanagaster necrorhizus MCA 3950 v1.0	Guyne1	1450536	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	Guyanagaster necrorhizus
Rhodotorula sp. JG-1b	Rhosp1	1305733	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. JG-1b
Westerdykella ornata CBS 379.55 v1.0	Wesor1	318751	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
Byssothecium circinans CBS 675.92 v1.0	Bysci1	147558	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Byssothecium	Byssothecium circinans
Batrachochytrium dendrobatidis JAM81 v1.0	Batde5	684364	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Batrachochytrium	Batrachochytrium dendrobatidis
Scheffersomyces stipitis NRRL Y-11545 v2.0	Picst3	322104	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis
Sporobolomyces roseus v1.0	Sporo1	365493	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces roseus
Mycosphaerella graminicola v2.0	Mycgr3	1047171	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici
Rhizopogon vinicolor AM-OR11-026 v1.0	Rhivi1	1314800	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vinicolor
Artomyces pyxidatus HHB10654 v1.0	Clapy1	48021	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus
Obba rivulosa 3A-2 v1.0	Obbri1	1052685	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Obba	Obba rivulosa
Delitschia confertaspora ATCC 74209 v1.0	Delco1	1504671	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Delitschiaceae	Delitschia	Delitschia confertaspora
Pycnoporus coccineus ?CIRM-BRFM 1662 v1.0	Pycco1662_1	158605	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea
Gymnopilus chrysopellus PR-1187 v1.0	Gymch1	1314804	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus chrysopellus
Corynespora cassiicola CCP v1.0	Corca1	59586	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora cassiicola
Lophium mytilinum CBS 269.34 v1.0	Lopmy1	390894	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium	Lophium mytilinum
Ophiobolus disseminans CBS 113818 v1.0	Ophdi1	1469910	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ophiobolus	Ophiobolus disseminans
Coniochaeta ligniaria CBS 111746	Conli1	177197	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria
Macroventuria anomochaeta CBS 525.71 v1.0	Macan1	301207	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria anomochaeta
Aaosphaeria arxii CBS 175.79 v1.0	Aaoar1	1450171	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Aaosphaeria	Aaosphaeria arxii
Phoma tracheiphila IPT5 v1.0	Photr1	1408161	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus tracheiphilus
Trichosporon oleaginosus IBC0246 v1.0	Triol1	879819	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon oleaginosum
Phanerochaete chrysosporium RP-78 v2.2	Phchr2	2822231	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerodontia	Phanerodontia chrysosporium
Amniculicola lignicola CBS 123094 v1.0	Amnli1	1392246	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Amniculicola	Amniculicola lignicola
Karstenula rhodostoma CBS 690.94 v1.0	Karrh1	1392251	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Karstenula	Karstenula rhodostoma
Sporobolomyces linderae CBS 7893 v1.0	Spoli1	1397324	Eukaryota	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma linderae
Tritirachium sp. CBS 265.96 v1.0	Trisp1	1055551	Eukaryota	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Tritirachium	Tritirachium sp. CBS 265.96
Agaricostilbum hyphaenes  ATCC MYA-4628 v1.0	Agahy1	44565	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces hyphaenes
Cystobasidium minutum MCA 4210 v1.0	Rhomi1	1397322	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium minutum
Heterogastridium pycnidioideum ATCC MYA-4631 v1.0	Hetpy1	1397325	Eukaryota	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Heterogastridium	Heterogastridium pycnidioideum
Naiadella fluitans ATCC 64713 v1.0	Naifl1	1397326	Eukaryota	Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae	Classicula	Classicula fluitans
Tilletiaria anomala UBC 951 v1.0	Tilan2	1037660	Eukaryota	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria anomala
Gyrodon lividus BX v1.0	Gyrli1	85971	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Gyrodontaceae	Gyrodon	Gyrodon lividus
Thielavia antarctica CBS 123565 v1.0	Thian1	1450529	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium antarcticum
Ramaria rubella (R. acris) UT-36052-T v1.0	Ramac1	1314676	Eukaryota	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria acris
Cadophora sp. DSE1049 v1.0	Cadsp1	1485229	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora sp. DSE1049
Saccharata proteae CBS 121410 v1.0	Sacpr1	131308	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Saccharataceae	Saccharata	Saccharata proteae
Aspergillus niger NRRL3	Aspni_NRRL3_1	1451139	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Pycnoporus sanguineus CIRM-BRFM 1264 v1.0	Pycsa1	158606	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea
Penicillium brevicompactum AgRF18 v1.0	PenbrAgRF18_1	5074	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum
Penicillium janthinellum ATCC 10455 v1.0	Penja1	5079	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium janthinellum
Morchella importuna CCBAS932 v1.0	Morco1	1174673	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella importuna
Penicillium raistrickii ATCC 10490 v1.0	Penra1	69783	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium raistrickii
Talaromyces marneffei ATCC 18224	Talma1_2	441960	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei
Talaromyces aculeatus ATCC 10409 v1.0	Penac1	1392253	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces aculeatus
Thielavia appendiculata CBS 731.68 v1.0	Thiap1	1384585	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parathielavia	Parathielavia appendiculata
Thielavia hyrcaniae CBS 757.83 v1.0	Thihy1	1384584	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia hyrcaniae
Trematosphaeria pertusa CBS 122368 v1.0	Trepe1	390896	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria pertusa
Schizopora paradoxa KUC8140 v1.0	Schpa1	27342	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Schizopora	Schizopora paradoxa
Leucogyrophana mollusca KUC20120723A-06 v1.0	Leumo1	85980	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	NA	Leucogyrophana	Leucogyrophana mollusca
Thielavia arenaria CBS 508.74 v1.0	Thiar1	1384583	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Canariomyces	Canariomyces arenarius
Auricularia subglabra v2.0	Aurde3_1	717982	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia subglabra
Aspergillus niger ATCC 1015 v4.0	Aspni7	380704	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
Rozella allomycis CSF55	Rozal1_1	988480	Eukaryota	Cryptomycota	NA	NA	NA	Rozella	Rozella allomycis
Talaromyces stipitatus ATCC 10500	Talst1_2	441959	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
Enterocytozoon bieneusi H348	Entbi1	481877	Eukaryota	Microsporidia	NA	NA	Enterocytozoonidae	Enterocytozoon	Enterocytozoon bieneusi
Malassezia sympodialis ATCC 42132	Malsy1_1	1230383	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis
Pseudozyma antarctica T-34	Psean1_1	1151754	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus
Nosema ceranae BRL01	Nosce1	578460	Eukaryota	Microsporidia	NA	NA	Nosematidae	Nosema	Nosema ceranae
Penicillium chrysogenum Wisconsin 54-1255	PenchWisc1_1	500485	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium rubens
Aspergillus kawachii IFO 4308	Aspka1_1	1033177	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis
Penicillium oxalicum 114-2	Penox1	933388	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium oxalicum
Ascocoryne sarcoides NRRL50072	Ascsa1	1016881	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne sarcoides
Choiromyces venosus 120613-1 v1.0	Chove1	1336337	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Choiromyces	Choiromyces venosus
Dendrothele bispora CBS 962.96 v1.0	Denbi1	1314803	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Dendrothele	Dendrothele bispora
Dothidotthia symphoricarpi v1.0	Dotsy1	1392245	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Dothidotthia	Dothidotthia symphoricarpi
Exobasidium vaccinii MPITM v1.0	Exova1	1314671	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium vaccinii
Fibulorhizoctonia psychrophila CBS 109695 v1.0	Fibsp1	436010	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Fibularhizoctonia	Fibularhizoctonia sp. CBS 109695
Moniliophthora perniciosa FA553	Monpe1_1	554373	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora	Moniliophthora perniciosa
Aspergillus fumigatus A1163	Aspfu_A1163_1	451804	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
Arthroderma benhamiae CBS 112371	Artbe1	663331	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton benhamiae
Trichophyton verrucosum HKI 0517	Triver1	663202	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton verrucosum
Encephalitozoon hellem ATCC 50504	Enche1	907965	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon hellem
Macrophomina phaseolina MS6	Macph1	1126212	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
Schizosaccharomyces cryophilus OY26	Schcy1	653667	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces cryophilus
Schizosaccharomyces octosporus yFS286	Schoc1	483514	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces octosporus
Monacrosporium haptotylum CBS 200.50	Monha1	1284197	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina haptotyla
Cordyceps militaris CM01	Cormi1	983644	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps militaris
Encephalitozoon romaleae SJ-2008	Encro1	1178016	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon romaleae
Rhizopus microsporus var. chinensis CCTCC M201021	Rhich1	1271458	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
Arthrobotrys oligospora ATCC 24927	Artol1	756982	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora
Verticillium alfalfae VaMs.102	Veral1	27335	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium albo-atrum
Fibroporia radiculosa TFFH 294	Fibra1	1078123	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Fibroporia	Fibroporia radiculosa
Schizosaccharomyces japonicus yFS275	Schja1	402676	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces japonicus
Sporisorium reilianum SRZ2	Spore1	999809	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium reilianum
Encephalitozoon intestinalis ATCC 50506	Encin1	876142	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon intestinalis
Trichoderma citrinoviride TUCIM 6016 v4.0	Trici4	58853	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma citrinoviride
Trichoderma longibrachiatum ATCC 18648 v3.0	Trilo3	5548	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma longibrachiatum
Sporormia fimetaria v1.0	Spofi1	1340428	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia fimetaria
Pseudozyma hubeiensis SY62	Psehu1	1305764	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis
Rhizoctonia solani AG-1 IB	Rhiso1	1108050	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
Lentinus tigrinus ALCF2SS1-6 v1.0	Lenti6_1	1328759	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus
Calocera viscosa v1.0	Calvi1	1330018	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera viscosa
Sistotremastrum niveocremeum HHB9708 ss-1 1.0	Sisni1	1314777	Eukaryota	Basidiomycota	Agaricomycetes	Trechisporales	NA	Sistotremastrum	Sistotremastrum niveocremeum
Lentinus tigrinus ALCF2SS1-7 v1.0	Lenti7_1	1328758	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus
Lentinus tigrinus v1.0	Sisbr1	5365	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus
Beauveria bassiana ARSEF 2860	Beaba1	655819	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
Glarea lozoyensis ATCC 20868	Glalo1	1116229	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
Uncinocarpus reesii UAMH 1704	Uncre1	336963	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii
Schizophyllum commune H4-8 v3.0	Schco3	5334	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Pyronema confluens CBS100304	Pyrco1	1076935	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema omphalodes
Paracoccidioides brasiliensis Pb03	Parbr1	482561	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Paracoccidioides	Paracoccidioides brasiliensis
Encephalitozoon cuniculi GB-M1	Enccu1	284813	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon cuniculi
Puccinia striiformis f. sp. tritici PST-130 	Pucst1	875184	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia striiformis
Wallemia ichthyophaga EXF-994	Walic1	1299270	Eukaryota	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
Phaeoacremonium aleophilum UCRPA7	Phaal1	1286976	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
Eutypa lata UCREL1	Eutla1	1287681	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa lata
Metarhizium acridum CQMa 102	Metac1	655827	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium acridum
