supergroup	division	subdivision	class	order	family	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
SAR	Alveolata	Apicomplexa	Aconoidasida	Nephromycida	Nephromycida	1	2	2	0.176831470481588	5639	6009	5639
SAR	Alveolata	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	20	6	3	0.00194437177988679	5383	5901	5752.4
SAR	Alveolata	Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	7	2	2	0.00173013742721691	5870	6158	6038.28571428571
SAR	Alveolata	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	25	6	1	0	6109	6474	6315.52
SAR	Alveolata	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	7	59	30	0.0133630361787082	4647	10794	6831.57142857143
SAR	Alveolata	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	16	23	4	0.0013479241652802	4733	6461	6108
SAR	Alveolata	Apicomplexa	Conoidasida	Neogregarinorida	Ophryocystidae	1	1	1	0	5497	5497	5497
SAR	Alveolata	Apicomplexa	Colpodellida	Colpodellida_X	Vitrellaceae	1	1	1	0	5675	5675	5675
SAR	Alveolata	Ciliophora	Spirotrichea	Euplotida	Euplotidae	3	1	1	0	5727	6274	5924.66666666667
SAR	Alveolata	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	6	3	1	0	5622	5639	5631.16666666667
SAR	Alveolata	Ciliophora	Spirotrichea	Stichotrichida	Amphisiellidae	1	1	1	0	5643	5643	5643
SAR	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	2	1	1	0	5531	5531	5531
SAR	Alveolata	Ciliophora	Spirotrichea	Urostylida	Urostylidae	2	1	1	0	5599	5626	5612.5
SAR	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatida	Ophryoglenina	1	1	1	0	5594	5594	5594
SAR	Alveolata	Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	10	1	1	0	5560	5560	5560
SAR	Alveolata	Ciliophora	Litostomatea	Entodiniomorphida	Ophryoscolecidae	2	1	1	0	5231	5231	5231
SAR	Alveolata	Ciliophora	Litostomatea	Vestibuliferida	Isotrichidae	1	1	1	0	5209	5209	5209
SAR	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	1	1	1	0	5774	5774	5774
SAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	1	1	1	0	5283	5283	5283
SAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	5	33	13	0.0134834479565381	5078	5844	5501
SAR	Alveolata	Perkinzoa	Perkinzoa	Perkinsida	Perkinsidae	2	2	1	0	5936	6044	5990
SAR	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae_X	Chlorarachniophyceae_X	2	6	1	0	5820	5988	5904
SAR	Rhizaria	Cercozoa	Imbricatea	Euglyphida	Paulinellidae	1	4	2	0.00591733292308635	5107	6545	6545
SAR	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	1	1	1	0	4702	4702	4702
SAR	Stramenopiles	Ochrophyta	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	1	3	1	0	6190	6190	6190
SAR	Stramenopiles	Ochrophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	1	6	1	0	6383	6383	6383
SAR	Stramenopiles	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	11	4	1	0	6059	6068	6062.54545454545
SAR	Stramenopiles	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	2	1	1	0	6044	6044	6044
SAR	Stramenopiles	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	2	9	2	0.0027621709298669	5837	5847	5842
SAR	Stramenopiles	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	4	376	3	0.00650509123545581	4931	6024	5654.75
SAR	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_x	1	2	1	0	5824	5824	5824
SAR	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_X	3	11	7	0.0145501140967414	5310	5738	5730.33333333333
SAR	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	1	1	1	0	4799	4799	4799
SAR	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	2	1	1	0	5825	5825	5825
SAR	Stramenopiles	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	84	72	15	0.0152776041025162	4261	7317	6022.72619047619
SAR	Stramenopiles	Oomycota	Oomycetes	Peronosporales	Salisapiliaceae	1	1	1	0	5993	5993	5993
SAR	Stramenopiles	Oomycota	Oomycetes	Pythiales	Pythiaceae	59	61	3	0.000409495414884224	4459	6499	6107.22033898305
SAR	Stramenopiles	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	10	45	4	0.000643349934497399	5261	6039	5926.2
SAR	Stramenopiles	Oomycota	Oomycota_X	Albuginales	Albuginaceae	2	17	2	0.00142590275310732	6337	6405	6339.5
SAR	Stramenopiles	Oomycota	Oomycota_X	Lagenidiales	Lagenidiaceae	1	1	1	0	6255	6255	6255
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	10	9	2	0.0010109646026539	5675	6138	5819.9
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	3	16	12	0.0131942776460667	5079	5861	5812
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	2	2	1	0	5962	5962	5962
SAR	Stramenopiles	Bacillariophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	2	13	2	0.00765679310729289	5585	5604	5593.5
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	1	4	1	0	5777	5777	5777
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	1	3	1	0	5854	5854	5854
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	3	24	13	0.00410740050449045	4713	6401	5725.33333333333
SAR	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	2	1	1	0	5836	5860	5848
SAR	Stramenopiles	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	1	1	1	0	5185	5185	5185
SAR	Stramenopiles	Bacillariophyta	Fragilariophyceae	Licmophorales	Licmophoraceae	1	1	1	0	6078	6078	6078
SAR	Stramenopiles	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	1	7	3	0.00597109947484021	5840	5955	5955
SAR	Stramenopiles	Bigyra	Opalozoa	Bicosoecida	Cafeteriaceae	5	4	1	0	6009	6489	6105.8
SAR	Stramenopiles	Bigyra	Opalozoa	Opalinata	Blastocystidae	8	19	19	0.00391404607686873	5279	5576	5400.5
SAR	Stramenopiles	Bigyra	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	2	102	87	0.00938259636992237	4436	5762	5615.5
SAR	Stramenopiles	Oochropyhta	Xanthophyceae	Mischococcales	Botryochloridaceae	1	1	1	0	5846	5846	5846
SAR	Stramenopiles	Oochropyhta	Xanthophyceae	Tribonematales	Tribonemataceae	1	48	2	0.00882266764070412	5262	6164	5262
