supergroup	division	subdivision	class	order	family	genus	species	genomes	max.rDNA_copies	max.rDNA_variants	avg.distance	min.length	max.length	mean.length
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Corrigiola	Corrigiola litoralis	1	1	1	0	5808	5808	5808
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	Dianthus caryophyllus	1	35	35	0.080336807843779	4840	5751	5627
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Heliosperma	Heliosperma pusillum	1	126	61	0.0197221598003767	4285	6349	5944
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene conica	1	1186	43	0.0123550647433614	5070	5892	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene latifolia	1	2	2	0.0230268556113448	4655	4886	4655
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Spergularia	Spergularia bocconei	2	14	2	0.0079257154704601	5820	5821	5820.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Bassia	Bassia scoparia	1	1	1	0	4758	4758	4758
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta	Beta corolliflora	1	1	1	0	5809	5809	5809
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta	Beta lomatogona	1	1	1	0	5190	5190	5190
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta	Beta vulgaris	2	5	3	0.00735510387555909	4897	5813	5774
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium album	1	46	1	0	5802	5802	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium formosanum	1	387	3	0.0418918431939526	5366	5802	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium	Chenopodium quinoa	4	71	12	0.00704091553593053	5663	5820	5802.25
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Patellifolia	Patellifolia procumbens	1	4	2	0.00731645670496404	5789	5806	5789
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Salicornia	Salicornia ramosissima	1	16	1	0	5817	5817	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Spinacia	Spinacia oleracea	3	160	30	0.00771902607935247	4433	5846	5810.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Suaeda	Suaeda aralocaspica	1	1	1	0	5780	5780	5780
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Nepenthaceae	Nepenthes	Nepenthes alata	1	3	3	0.258139582067159	5758	5838	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Nepenthaceae	Nepenthes	Nepenthes mirabilis	1	10	10	0.252083724606666	4557	5835	4557
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Limonium	Limonium bicolor	1	11	3	0.0121519560494958	5772	5801	5801
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fagopyrum	Fagopyrum esculentum	1	1	1	0	5707	5707	5707
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fagopyrum	Fagopyrum tataricum	1	2	2	0.0102672278544286	5738	5744	5744
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Oxyria	Oxyria digyna	1	227	3	0.00257223113823441	5773	5795	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum	Polygonum aviculare	1	2	2	0.00821983586726289	4928	5772	4928
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Portulacaceae	Portulaca	Portulaca oleracea	1	56	56	0.0842698896812005	4470	5788	5399
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Simmondsiaceae	Simmondsia	Simmondsia chinensis	2	3	2	0.16442865587664	4811	4852	4811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Talinaceae	Talinum	Talinum fruticosum	1	18	16	0.078041857564476	5591	5792	5710
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Tripterygium	Tripterygium wilfordii	1	29	29	0.0362359746880465	5177	5826	5787
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Chloranthus	Chloranthus sessilifolius	1	25	25	0.082574077111186	4458	5878	5781
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Pontederiaceae	Pontederia	Pontederia crassipes	1	21	2	0.00607056098124601	5807	5883	5807
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Pontederiaceae	Pontederia	Pontederia paniculata	1	1	1	0	5764	5764	5764
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	Cornus controversa	1	280	15	0.0134571827385562	4709	5850	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	Cornus florida	2	1413	10	0.0257842484688211	5419	5862	5419
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea macrophylla	2	263	91	0.0152648456923755	4437	5866	5811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Nyssaceae	Nyssa	Nyssa sinensis	1	23	3	0.00575525791885614	5735	5823	5823
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia darthvaderiana	1	31	31	0.215039868923083	4507	6106	5926
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia loranthoides	1	3	1	0	5478	5478	5478
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia masoniana	1	65	26	0.180696271435801	4999	5962	5122
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia peltatifolia	1	4	1	0	5898	5898	5898
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Coriariaceae	Coriaria	Coriaria nepalensis	2	724	36	0.0228391409989465	4815	6056	5804
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Benincasa	Benincasa hispida	3	163	145	0.0358088744608498	4629	6003	5587
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	Citrullus amarus	1	11	3	0.0106189619461186	5348	5807	5348
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	Citrullus lanatus	4	15	5	0.00787840763445017	5284	5878	5846
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	Citrullus mucosospermus	1	41	4	0.0120092398997692	5736	5825	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo	21	1059	90	0.0453058552354389	4339	6362	5749.7619047619
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus	14	300	39	0.0112246299971946	4425	5873	5789.21428571429
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita argyrosperma	2	3	3	0.00354604300971228	5139	5900	5481
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita maxima	1	23	22	0.0374442657286322	4377	5821	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	1	2	2	0.0161662602425669	5637	5649	5649
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Gynostemma	Gynostemma pentaphyllum	1	8	1	0	5704	5704	5704
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Herpetospermum	Herpetospermum pedunculosum	1	2469	27	0.0151058640678489	4452	5836	5811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Lagenaria	Lagenaria siceraria	1	21	6	0.0198644079428679	4453	5820	5755
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Luffa	Luffa acutangula	1	20	2	0.00556047357116231	5785	5811	5811
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Luffa	Luffa aegyptiaca	3	109	10	0.0323501326026318	4471	5846	5374.33333333333
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia	2	55	6	0.0084966882753338	4702	5876	5599
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Telfairia	Telfairia occidentalis	1	1	1	0	5801	5801	5801
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Datiscaceae	Datisca	Datisca glomerata	1	1	1	0	5688	5688	5688
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea alata	1	24	10	0.0222134582258262	4596	5950	5828
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea cayenensis	1	5	5	0.197563893971008	5681	5954	5784
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea dumetorum	1	234	139	0.0108720408511091	5060	5940	5919
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea zingiberensis	2	2	2	0.112466998623831	4714	6188	5340.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Trichopus	Trichopus zeylanicus	1	24	24	0.0861917818331164	4486	6123	6018
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus	Sambucus nigra	1	691	13	0.0651209494333871	4556	5906	4556
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	Lonicera japonica	1	53	8	0.0209037354103995	5308	5881	5824
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia arguta	1	69	7	0.0110249720994233	4717	5864	4717
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia polygama	1	778	11	0.00714369186589167	5789	5897	5839
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens glandulifera	2	11	4	0.0311605464142239	5151	5821	5256
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros kaki	1	4742	170	0.00977444385588119	4612	5953	5901
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros lotus	2	44	1	0	5865	5867	5866
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus unedo	1	1	1	0	5796	5796	5796
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos glauca	2	1058	46	0.0204530342436398	4676	5887	5842.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron griersonianum	1	28	19	0.0440512922068996	4451	5865	5858
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron henanense	1	504	107	0.00489751478795744	4854	5850	5849
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron kiyosumense	1	4	2	0.0716331460258691	4700	5846	4700
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron molle	2	10	10	0.0429738854708226	4462	5849	5150
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron mucronatum	1	35	3	0.0148112064735686	5847	5950	5847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron ovatum	1	3	3	0.0420791839338588	5846	5847	5847
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	Vaccinium darrowii	2	14	3	0.0164672584112284	4691	5953	5851
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	Vaccinium macrocarpon	1	4	4	0.0689790927403312	5768	5865	5860
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	Vaccinium myrtillus	1	1	1	0	5798	5798	5798
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	Linanthus parryae	2	310	70	0.00422024756085744	4826	5876	5831.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Embelia	Embelia ribes	1	1	1	0	5774	5774	5774
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Vitellaria	Vitellaria paradoxa	1	2	2	0.0901821728255724	5799	5822	5799
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Heliamphora	Heliamphora ciliata	1	1	1	0	4339	4339	4339
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Sarracenia	Sarracenia alata	1	2	2	0.0858244146365401	5772	5782	5782
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia japonica	1	18	16	0.0721874993058329	4433	5867	5833
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia lanceoleosa	1	13	13	0.126780834712362	4989	5875	4989
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia oleifera	1	3	3	0.12268285605715	4320	5902	5802
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia sinensis	13	169	46	0.0932366532037871	4414	5893	5548
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	Abrus precatorius	1	260	7	0.0750125143301121	5409	5885	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	Abrus pulchellus	2	15	13	0.0327258884731694	5734	5812	5744
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia	Acacia acuminata	1	4	4	0.0323172703875433	5777	5887	5790
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia	Acacia melanoxylon	1	1	1	0	5826	5826	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia	Acacia pycnantha	1	5	4	0.00938777111322523	4481	5542	5525
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acmispon	Acmispon strigosus	2	706	9	0.0198309714214434	5074	5843	5509
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Aeschynomene	Aeschynomene evenia	1	257	107	0.0274573670225104	4276	5812	5352
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Amphicarpaea	Amphicarpaea edgeworthii	1	12	5	0.0315446833112683	5839	5878	5855
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis cardenasii	1	52	10	0.0255903993124646	4593	5803	5772
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis duranensis	5	66	17	0.0191933891342678	4359	5806	5717.2
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis hypogaea	7	1973	130	0.0161534213403498	4476	5863	5193.28571428571
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis ipaensis	1	5	4	0.018296842512268	4746	5805	4746
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis monticola	1	7	6	0.0849513679469335	4492	7266	7266
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis stenosperma	1	55	42	0.0145215153182382	4417	5805	5663
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	Bauhinia variegata	1	665	30	0.0130487974241422	4659	5846	5812
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	Cajanus cajan	2	1	1	0	4780	4780	4780
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Canavalia	Canavalia ensiformis	1	19	14	0.127591613419355	5438	6000	5765
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Castanospermum	Castanospermum australe	1	3	2	0.0816757064005559	5820	5897	5897
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cercis	Cercis canadensis	1	4	4	0.0291102810989261	5588	5819	5819
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer arietinum	5	11	5	0.00633644679766204	4437	5832	5771.4
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer echinospermum	1	16	7	0.141789250534412	5335	5995	5335
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer reticulatum	1	3	3	0.0323620875867613	4498	5845	4498
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cyamopsis	Cyamopsis tetragonoloba	1	21	19	0.0448131716855575	4949	5844	5818
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia cochinchinensis	1	56	56	0.0779483033277486	4851	5826	5611
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia cultrata	1	10	9	0.0517414833229892	5682	5802	5732
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia oliveri	1	7	7	0.0684591146057295	5493	5736	5565
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gastrolobium	Gastrolobium villosum	1	299	22	0.0068882361760595	4517	5916	5663
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max	15	136	24	0.018540063261649	4675	6462	5842.6
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine soja	1	6	2	0.00514631052198965	5477	5810	5810
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza uralensis	1	4	4	0.139353201886877	5683	5841	5806
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hylodesmum	Hylodesmum podocarpum	1	15	13	0.026721848760162	4550	5826	5695
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Inga leiocalycina	2	691	2	0.000527535469688398	5694	5771	5770.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Inga oerstediana	1	764	4	0.00957985303030329	5705	5770	5705
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lablab	Lablab purpureus	1	72	66	0.0499307599881561	4271	5931	5764
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus sativus	1	3	3	0.0659056925378289	5770	5806	5770
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus tuberosus	1	84	3	0.00743288504169045	5436	5857	5825
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus japonicus	2	54	13	0.00990864960748732	4686	5828	5821.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus albus	2	68	6	0.0277301192137493	4336	5832	5759.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus angustifolius	2	9	9	0.0851942885547102	4646	5884	4893.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Macrotyloma	Macrotyloma uniflorum	2	11	9	0.013798706126039	5449	5819	5817
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago arabica	1	20	1	0	5834	5834	5834
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago lupulina	1	22	1	0	5832	5832	5832
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago ruthenica	1	1	1	0	5527	5527	5527
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula	2	21	5	0.0121228126294918	5073	5846	5772
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mucuna	Mucuna pruriens	2	183	183	0.0488956448706084	4366	5861	5568
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Nissolia	Nissolia schottii	1	2	2	0.0265221737332422	5129	5826	5826
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ormosia	Ormosia emarginata	1	11	11	0.103191308084395	5298	6048	5824
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ormosia	Ormosia semicastrata	1	17	15	0.0531570795543145	4442	5904	5788
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus lunatus	2	28	4	0.0411114744942368	4641	5890	5249.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris	1	67	9	0.00887241960224343	4534	5898	5827
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pisum	Pisum sativum	4	134	109	0.0659249055150132	4211	5835	5580.5
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis alba	1	42	4	0.0225809463156161	5288	5930	5849
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis cineraria	1	38	5	0.0418295038203596	4905	5865	5357
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pterocarpus	Pterocarpus macrocarpus	1	34	33	0.0786576297017336	4821	5839	5663
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pterocarpus	Pterocarpus santalinus	1	7	7	0.0872947194141614	5686	5861	5686
Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pueraria	Pueraria montana	3	746	15	0.0632868603875975	4476	6057	5325.66666666667
